titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
Quad à vendre,4000,"Bizerte , a month ago",1,Bleu,Automatique,2010,4,"

          A vendre quad très bonne état tel
          







             Afficher le numéro
            



",,,,,,
Chevrolet cruze,39500,"Sfax , a month ago",57000,Gris,Manuelle,2019,1.6L,Chevrolet,Cruze,7,Berline,Essence,4,"

          je met en vente Chevrolet cruze très bon état. 2019.
téléphone :
          







             Afficher le numéro
            



"
vélo importe Neuf,0,"Tunis , 22 days ago",2022,8,"

          Disponible a Tunis 🇫🇷 🇫🇷
✅Taille : XL
✅Cadre acier 27,5 pouces
✅Suspensions : fourche télescopique
✅Équipement électrique : Moteur « brushless » dans moyeu arrière 250W.
✅Batterie lithium : 36 V / 10,4 Ah.
✅Autonomie jusqu'à 60 km (selon usage.)
✅Transmission 21 vitesses Dérailleur et gachettes Shimano.
✅6 niveaux d'assistance électrique avec aide au démarrage commandés par un écran LED.
✅Vitesse maxi : 25 km/h
✅Équipements : Frein V-Brake, Kit éclairage inclus
💥 Vélo Neuf importé de France 🇨🇵🇨🇵
🇫🇷 Disponible à Tunis centre
plus d'infos appelez le ☎️
          







             Afficher le numéro
            



         ☎️.
        ",,,,,,,,,
Pièces Suzuki Vitara/Jimny/Samurai,0,"Tunis , 4 days ago",7,"
         Tableau de bord Vitara
Pare-choc avant et arrière
5 Pneus 255/70 R15
5 Jantes
Boite de transfert
Deux panneaux arrières en parfait état
Deux panneaux pas mal mais ils leurs faut un peu de réparation
        ",,,,,,,,,,
Transporteur,11111,"Ben Arous , 4 days ago",55588,Blanc,Manuelle,2000,1.9L,Peugeot,Boxer,6,Autres,Diesel,1,"
         Transporteur
        "
Opel corsa c,14500,"Ben Arous , a month ago",0000,Gris,Manuelle,2003,>4.0L,Opel,Corsa,4,Compacte,Diesel,2,"

          Opel corsa c en bon état
          







             Afficher le numéro
            



"
a vendre vespa primavera,8000,"Nabeul , 5 days ago",9000,Blanc,Manuelle,2019,7,"
         État neuf
        ",,,,,,
c3 1ère main,0,"Ariana , 15 days ago",15000,Gris,Manuelle,2019,1.2L,Citroen,C3,4,Compacte,Essence,10,"
         très propre c3 neuf
        "
A vendre moteure 508 mercedes pour marin ou camion 508 importe on bonne etat prix 4500d tel 23352250,4500,"Ariana , a month ago",0000,Vert,Manuelle,200,2.8L,Mercedes-Benz,608,11,Autres,Diesel,3,"
         Moteur mercedes 508 pour utilisation marin ainsi que pour camion mercedes
        "
La belle DS3,36500,"Mahdia , 19 days ago",110000,Manuelle,2016,1.2L,Citroen,DS3,5,Essence,10,"
",,
pieces de rechange,498,"Bizerte , 18 days ago",5,"
         des pieces de rechange polo sedan 1.6 tdi
        ",,,,,,,,,,
nitro,3600,"Sfax , a month ago",001,Noir,Automatique,2000,3,"

          📍Nitro standard 🍓
📍Pompe à eau électrique 💦
📍Crois original ⛓️
📍Démarrer en marche est original 🔑
📍Embrayage avant et arrière yamaha⚙️
📍Moteur origine jamais réparer❤️
📍Échappement catalyseur jamais réparer💨
📍Carinage origine
☎️
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



",,,,,,
Citroen C -Elysée,0,"Mahdia , a month ago",151000,Gris,Manuelle,2017,1.6L,Citroen,C-Elysee,5,Berline,Essence,10,"
         voiture très propre moteur ndhif toutes options
        "
MAZDA 3 SKYACTIV,54000,"Tunis , a month ago",140000,Bleu,Manuelle,2017,1.6L,Mazda,3,6,Berline,Essence,9,"
         Magnifique mazda 3 bien entretenue:
dernier entretien complet y compris courroie chez damaz auto fait le 06/11/2023)
4pneux neufs
batterie neuve (Juin 2023)/visite technique valable au 20/10/2025
        "
poste radio volkswagen,150,"Ariana , 5 days ago",1,"
         lecteur cd problème
bluetooth problème
radio marche
        ",,,,,,,,,,
ambulance,0,"Sfax , a month ago",1400000,Blanc,Manuelle,2020,2.2L,Fiat,Ducato,7,Utilitaire,Diesel,4,"
         deux ambulances en bonne état
        "
308 ehdi boite6 model 2020 tu240 Gsm 50 353 790,0,"Nabeul , 4 days ago",94,Blanc,Manuelle,2020,1.6L,Peugeot,308,5,Autres,Diesel,10,"

          Gsm
          







             Afficher le numéro
            




          A vendre Peugeot 308 ehdi
5ch boite6 model 2020 tu240
Gsm
          







             Afficher le numéro
            



"
À vendre,0,"Sfax , a month ago",0,Blanc,Automatique,2020,2.0L,Kia,Cerato,1,Autres,Essence,7,"

          À vendre
Importé de qatar
Num :
          







             Afficher le numéro
            



"
Golf 7,64000,"Ariana , 7 days ago",142000,Noir,Automatique,2019,1.2L,Volkswagen,Golf 7,5,Compacte,Essence,10,"

          je vends ma Golf 7 année
          







             Afficher le numéro
            



         km état irréprochable boîte automatique
les photos parlent d elles mêmes
        "
Volkswagen golf 7 1.5,98,"Sfax , 7 days ago",88000,Blanc,Manuelle,2018,1.5L,Volkswagen,Golf,8,Compacte,Essence,9,"
         Volkswagen Golf 7 (1.5)🚫
✔️Comfortline Variant
☑️ 𝙇𝙚𝙨 𝘾𝙖𝙧𝙖𝙘𝙩𝙚́𝙧𝙞𝙨𝙩𝙞𝙦𝙪𝙚𝙨 :
▪️ 𝖨𝗆𝗆𝖺𝗍𝗋𝗂𝖼𝗎𝗅𝖺𝗍𝗂𝗈𝗇 : 239
▪️ Année : 10/2018
▪️ 𝖯𝗎𝗂𝗌𝗌𝖺𝗇𝖼𝖾 𝖿𝗂𝗌𝖼𝖺𝗅𝖾 : 8𝖢𝖵
▪️ 𝖤𝗇𝖾𝗋𝗀𝗂𝖾 : Essence
▪️ Boite 6
☑️ 𝑳𝒆𝒔 𝑶𝒑𝒕𝒊𝒐𝒏𝒔 :
- Multifonction
- lumière d’ambiance
- Climatisation bizone
- capteur avant et arrière
- 𝟺 vitre électrique
- Régulateur de vitesse
- feux du jour
- feux led et xénon
-Toit ouvrant panoramique
- jante 17 ""
-système de détection de fatigue
- compteur digital
- siège pilote avec alacantara
- key les go
- suspension sport
- system stop star
- assistance au freinage d’urgence
        "
voiture Dacia Sandero,33000,"Sousse , a month ago",200000,Gris,Manuelle,2012,1.2L,Dacia,Sandero,5,Compacte,Essence,4,"
         année 2012
5 CV esence
        "
Suzuki Vitara première main,56,"Ben Arous , 8 days ago",128,Multicolore,Manuelle,2018,1.5L,Suzuki,Vitara,6,Autres,Essence,10,"

          Suzuki Vitara première main
année 2018
KLM:128
toit ouvrant
caméra de recul
radar de recul avant et arrière
climatisation automatique
clé intelligente
gante aluminium
Rétroviseur rabattable
6cv
boite manuelle
disponible mourouje 6
Contact :
          







             Afficher le numéro
            



"
des calculateurs à vendre,50,"Ben Arous , a month ago",10,"
         des calculateurs à vendre
        ",,,,,,,,,,
BMW _ GT -1.600 Cc *,1,"Ben Arous , 6 hours ago",7800,Blanc,Manuelle,2022,10,"

          🇩🇪🇩🇪🇩🇪 ... BMW _ GT -1.600 Cc * K ... 🇩🇪🇩🇪🇩🇪
🇩🇪🇩🇪 ... Anniversaires ... 🇩🇪🇩🇪
⭐️⭐️ ... Unique En Tunisie ... ⭐️⭐️
✅️_ Carte gris tunisienne _✅️
⛔_ kilométrage : _ 8.000 KM // certifié
📆 _ ANNÉE : 9 / 2022
⛽ _ Puissance : 15 _CV
✅ ️_ 5 * Mode de conduite 🏍
Avec
((((⛔️✌️ Marche _ Arrières ✌️⛔️))))
✅️ _ ligne akrapovic , Visière électrique , clignotant dynamique led , 3_valise Givi , manette chauffante, Régulateur de vitesse , Xénon, led av et ar , écran ordinateur de bord , Et plein d'autres options
☎️ _ TEL :
          







             Afficher le numéro
            




          //
          







             Afficher le numéro
            



         🏪 _ Disponible a notre showroom RIADH AUTO Plus Gp1 hamem lif
        ",,,,,,
boite vitesse,1300,"Kasserine , 13 days ago",8,"
         je mets en vente boite vitesse golf-6-1-2-tsi
        ",,,,,,,,,,
malaguti centro 50,2500,"Sfax , 24 days ago",24000,Rouge,Automatique,2022,4,"
         bonne occasion
nthifa
        ",,,,,,
Voiture kia picanto,40,"Ben Arous , a month ago",49000,Gris,Manuelle,2019,<1.0L,Kia,Picanto,4,Autres,Essence,10,"
         Première main en très bon état
A vendre kia picanto populaire
Model 2019
Date de mise en circulation
02/05/2019
Toute options
4 vitres électriques
Bluetooth
Climatisé
Double clé
        "
BMW série 5,74,"Sfax , 11 days ago",170.000,Blanc,Manuelle,2010,3.0L,BMW,Serie 5,12,Berline,Essence,6,"
         Première main , dernière série
        "
Clio 3🇫🇷,0,"Monastir , a month ago",200000,Gris,Manuelle,2008,1.2L,Renault,Clio,6,Compacte,Essence,6,"

          𝑨 𝒗𝒆𝒏𝒅𝒓𝒆 "" clio 3 🔥
Montage français 🇫🇷
➪𝑳𝒆𝒔 𝒄𝒂𝒓𝒂𝒄𝒕𝒆́𝒓𝒊𝒔𝒒𝒖𝒆𝒔 :
✓ 𝑬𝒏𝒆𝒓𝒈𝒊𝒆 : 1,2 turbo Essence ✓ 𝑷𝒖𝒊𝒔𝒔𝒂𝒏𝒄𝒆 𝒇𝒊𝒔𝒄𝒂𝒍𝒆: 6𝒄𝒗
4 cylinders
Année 2008
✓ 𝑲𝒊𝒍𝒐𝒎𝒆́𝒕𝒓𝒂𝒈𝒆: .200000𝒌𝒎
➪ 𝑳𝒆𝒔 𝒐𝒑𝒕𝒊𝒐𝒏𝒔 :
▶️𝑴𝒖𝒍𝒕𝒊𝒇𝒐𝒏𝒄𝒕𝒊𝒐𝒏𝒔
▶️4 𝑽𝒊𝒕𝒓𝒆𝒔 electric ⚡️
▶️Climatiseur tactile
▶️ Régulateur et imitateur de vitesse
-▶️Allumage automatique des feux
- ▶️Essuie-glace automatiques
- ▶️06 airbags
▶️ retroviseur electric
Voiture de famme
📞 despo a beklta tlf
          







             Afficher le numéro
            



         ☎️
        "
taxi,33,"Ben Arous , 4 days ago",50043,Jaune,Manuelle,2018,Citroen,5,Autres,Diesel,9,"
",,
2 pneus,60,"Ariana , 5 days ago",2,"

          2 pneus Continental 195/55/16 changer de Skoda Fabia
          







             Afficher le numéro
            



",,,,,,,,,,
un voiture fiat,52000,"Sfax , 9 days ago",00,Rouge,Automatique,2023,Fiat,3.0L,22,500L,Essence,Compacte,1,"
         voiture fiat a vendre
        "
hyundai grand i10,30,"Tunis , 6 days ago",148000,Noir,Manuelle,2017,1.2L,Hyundai,I 10,5,Berline,Essence,3,"

          ma voiture Grand i10 4 cylindres. 4 pneu neufs .prix 30.500 tel
          







             Afficher le numéro
            



"
hammer 3,2500,"La Manouba , a month ago",21,Noir,Manuelle,2023,6,"

          hammer 3
2500dt
manouba denden
num
          







             Afficher le numéro
            



",,,,,,
Golf 7 restylée 2020,0,"Médenine , 24 days ago",120,Gris,Automatique,2020,<1.0L,Volkswagen,Golf 7,6,Compacte,Essence,9,"

          je mets en vente Golf 7 restylée 2020 boite Automatique tt option fin série 240 tn
          







             Afficher le numéro
            



"
Kia Sportage GTLINE PREMIUM,116000,"Sfax , a month ago",85000,Gris,Automatique,2020,1.6L,Kia,Sportage,7,4 x 4,Diesel,9,"
         Kia Sportage GTLINE PREMIUM 2020, toutes options, série 237, 84000 km
        "
Fiat grande punto,0,"La Manouba , 16 days ago",230000,Autre,Manuelle,2015,1.2L,Fiat,Grande Punto,4,Compacte,Essence,3,"
         A vendre Grand Punto
deuxième main
4 chevaux 4 cylindres
essence
230.000 km
        "
VOLKSWAGEN T-ROC,1,"Ariana , 4 days ago",75000,Gris,Manuelle,2019,<1.0L,Volkswagen,LT,7,Autres,Essence,10,"

          A vendre une belle T-Roc importée d'Allemagne bien entretenue et trés propre:
▪︎Mise en circulation : 05/2019
▪︎Immatriculation : 238
▪︎Transmission : manuelle
▪︎Motorisation : essence
▪︎Puissance fiscale : 07 cv
▪︎Kilométrage : 75.000
▪︎Couleur : gris charbon Peinture métallisée
▪︎Catégorie : SUV
Pour plus d'informations n'hésitez pas à nous contacter sur les numéros suivants ⤵️
☎️
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ✅ disponible sur WhatsApp
🏁 localisation & adresse:
🚩 autoroute de Bizerte km 5 ennahli cite la gazela près meuble 5 étoiles 🌟
        "
2 phares et 2 feux emballés avec factures d'achat pour Peugeot 301.,1,"Tunis , a month ago",2,"
         2 phares et 2 feux emballés avec factures d'achat pour Peugeot 301.
        ",,,,,,,,,,
04 pneus Continental 165/70/14,240,"Tunis , 12 days ago",4,"

          av 04 pneus Continental 165/70/14 en très bonne état
tél
          







             Afficher le numéro
            



",,,,,,,,,,
Mercedes élégance diesel 26380327 pour les visieux uniquement,55000,"Bizerte , a month ago",20000,Gris,Manuelle,1997,1.2L,Mercedes-Benz,280,7,Compacte,Diesel,10,"
         Mercedes E290 élégance jdida bako rare utiliser 3alamia. Mechia 20000km
        "
Toyota Avanza,20000,"Sousse , 17 days ago",260000,Noir,Manuelle,2014,1.5L,Toyota,Avensis,6,Berline,Essence,5,"
         je mets en vente
        "
Renault Captur à vendre,37000,"Sousse , a month ago",98000,Bleu,Manuelle,2014,<1.0L,6,Renault,Captur,Autres,Essence,1,"
         Renault Captur à vendre en très bonne état
        "
pièces détachées moteur Mégane 3 dci boîte 6,350,"Monastir , 21 days ago",8,"
         à vendre pièces détachées moteur Mégane 3 dci boîte 6. 110 ch
        ",,,,,,,,,,
une megy 3 unique,33000,"Tunis , 14 days ago",198.000,Blanc,Manuelle,2012,1.6L,Renault,Megane,Autres,Essence,7,10,"

          une Megane 3 phase 3 bien entretenu économique 1.6turbo moteur tce puissant. Pack gtline il ne faut pas confondre avec les coupées 1.6 atmosphérique cella c'est une autre dimension presque unique en Tunisie, équipé de :
auto hold , salon cuir, gente allu 17 origine ,spoiler noir brillant origine toi pano, qq retouche Cover habillage, écran , bluetooth ,usb gps ,esp , diffiuseur arriéré ,pédale sparco , 8 airbag , sono bose ,feux led xenon , le led est dans tt la voiture . radar avant et arrière , retro rabattable ,Chasiis cup ,les Pièces couteuses récemment changés sont : avant train complet neuf sauf les 2 triangles en bonne état ,les tocs amortisseurs changées , sonde lamda origine changé a 500d , kit embraillage bimas changée (volant moteur +disk +plateau) neuf ce kit est a 2500d , 2 pneux avant neuf 2 cylin bloc train arrière neuf..... sérieux s'abstenir prix négociable. prix svp par téléphone :
          







             Afficher le numéro
            



         ......
        "
A vendre,1111,"Médenine , 23 days ago",200000,Gris,Manuelle,2007,1.6L,Chevrolet,Optra,6,Compacte,Essence,6,"
         Chevrolet optra
        "
TIVOLI première main ✋,51500,"Sousse , 15 days ago",107000,Blanc,Manuelle,2017,1.6L,Ssangyong,Family,7,Autres,Essence,6,"

          Je mets en vente ma TIVOLI TU197, boîte manuelle, avec 107k au compteur, très propre et jamais accidenté.
Prix : 51500dt
Tel :
          







             Afficher le numéro
            



"
BMW R1200 GS,0,"Ariana , 10 days ago",53000,Noir,Manuelle,2006,10,"

          A vendre BMW R1200 GS , Carte Grise Tunisienne 🇹🇳
importé de la France en 2022
1èr Main ,etat d'origine comme neuf, entretien a jour
vidange ,filtre,patin, bougies,fitre a air, batterie neuf , 2 pneus neuf,
Année : 2006
KM. : 53,OOO
☎️
          







             Afficher le numéro
            



         ☎️
💥 OPTIONS 💥
- Feux LED
- Anti brouillard LED
- Crash bar
- ABS
- Bulle réglable
- Carnet d'entretien
- Contrôle pression pneus
- Dosseret
- Ordi. de bord
- Poignées chauffantes
- Régul. vitesse
- Suspension pilotée
- Suspension réglable
- Top case
- 3 Valises
- Allume cigare
- Port USB
- Clés double
        ",,,,,,
moto korak HONDA,1900,"Ben Arous , 22 days ago",1132,Noir,Manuelle,2022,7,"
         moto Honda korak
        ",,,,,,
Mercedes Benz,1,"Sfax , 4 days ago",230,Noir,Automatique,2010,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,10,"
         Mercedes Benz classe c tout option penture d'origine
        "
Clio 4 Dynamique 1ere main,37500,"Sousse , a month ago",153.000,Gris,Manuelle,2019,1.2L,Renault,Clio,5,Compacte,Essence,10,"
         ✔Model : Mars 2019
✔Kilométrage : 153000 Km
✔Puissance : 5 CV
✔Énergie : Essence
✔volant multifonctions
✔Bouton Start / Stop
✔Auxiliaire + USB + Bluetooth
✔Double clés origines
✔Régulateur de vitesse
✔Vitres électriques /AV
✔Feux de jours à led
        "
Pièce auto,0,"Monastir , 18 days ago",4,"
         Démarreur Punto alternateur Punto et moteur fire
        ",,,,,,,,,,
💎 2021 Ssangyong KORANDO 4X4 Diesel 💎,108000,"Tunis , 4 days ago",51000,Blanc,Automatique,2021,1.6L,Ssangyong,Korando,8,4 x 4,Diesel,10,"

          💎 2021 Ssangyong KORANDO 4X4 Diesel 💎
💰☎️ TEL :
          







             Afficher le numéro
            



         ✅ Peinture d’origine,
➡️Boite automatique
➡️ 1.6 L Diesel 8 CV
➡️ 21/02/2021 TU 221
➡️ 51 000 KM certifié entretien maison
🔄 Échange Possible
📬 Disponible à Notre Showroom SYPHAX AUTO PRIX Rue Ibn AL JAZZAR , La MARSA
.
https://maps.app.goo.gl/BeasgYCnFCG8coT29
        "
سجادة صلاة قابلة للطي 2في1 بمسند ظهر مريح مع حقيبة لسهولة الحمل والنقل Tapis De Prière Avec Dossier Pliable 100x55cm,35,"Tunis , 8 days ago",2023,5,"
         سجادة صلاة قابلة للطي 2في1 بمسند ظهر مريح مع حقيبة لسهولة الحمل والنقل Tapis De Prière Avec Dossier Pliable 100x55cm
        ",,,,,,,,,
Clio classique,0,"Monastir , 18 days ago",290000,Gris,Manuelle,2008,1.5L,Renault,Clio,4,Essence,Autres,6,"
         A vendre Clio classique premiere main
        "
Citroen C5,35,"Sfax , 11 days ago",237,Gris,Automatique,2012,1.6L,Citroen,9,C5,Essence,Berline,6,"








             Afficher le numéro
            



"
ovetto neuf,3500,"Sousse , a day ago",5000,Bleu,Automatique,1997,10,"

          Ovetto etat neuf
Demarre en 1/4 de tour
Tout en marche
Prix : 3500d
Dispo sidi khelifa bouficha sousse
          







             Afficher le numéro
            



",,,,,,
Suzuki Jimny,96999,"Sousse , 18 days ago",50000,Vert,Manuelle,2020,3.0L,Suzuki,Jimmy,6,Essence,4 x 4,4,"

          À vendre : Suzuki Jimny année 2020, état neuf, boîte manuelle, kilométrage 50 000. Voiture en très bon état. Pour plus d'informations, veuillez appeler le
          







             Afficher le numéro
            



         . Le prix est négociable.
        "
